Index,Text ID,original-text,gold-text,
387,5050721,"If the player imitates the false motion , <<< he/she >>> is penalized.","If the player imitates the false motion, they are penalized.",
388,4004587,"Admittedly , the student may choose not to select a concept from a course in which <<< he/she >>> performed poorly , even when several appropriate concepts could be selected from the omitted course .","Admittedly, the student may choose not to select a concept from a course in which they performed poorly, even when several appropriate concepts could be selected from the omitted course.",
389,5053486,"The subject matter must be read as a book - linearily - or the reader , if <<< he/she >>> were to just jump from here to there , would be totally lost!","The subject matter must be read as a book—linearily—or the reader, if they were to just jump from here to there, would be totally lost!",
390,5156824,Sometimes the listing agent does not offer up the full description of the property in General Remarks as <<< he/she >>> does in the Internet Remarks .,Sometimes the listing agent does not offer up the full description of the property in General Remarks as they do in the Internet Remarks.,
391,2005_mtsummit_papers_39,It is reasonable because the words and grammar of the middleschool English textbook are assumed to be the basic knowledge a person should comprehend when <<< he/she >>> starts to learn English .,It is reasonable because the words and grammar of the middle school English textbook are assumed to be the basic knowledge a person should comprehend when they start to learn English.,
392,W12_3501,"By this , the used is free to chose if <<< he/she >>> wants to use mouse and keyboard as a fast way to enter an appointment or speech if he/she is not close enough to the robot ' s touch display and is either not willing or not capable to reach it . ","By this, the user is free to chose if they want to use mouse and keyboard as a fast way to enter an appointment or speech if they are not close enough to the robot's touch display and are either not willing or not capable to reach it.",
393,5062406,If your partner reveals that <<< he/she >>> has jump to conclusions.,"If your partner reveals that, they have jumped to conclusions.",
394,5045848,"In short, if newtopia is looking for the sock puppet show that is the Obama administration <<< he/she >>> will definitely be bored when the adults take charge and seek meaningful reform.","In short, if newtopia is looking for the sock puppet show that is the Obama administration, they will definitely be bored when the adults take charge and seek meaningful reform.",
395,4020447,"Therefore , if the participant successfully completed route number 2 , <<< he/she >>> would gain a total performance score of 43 points .","Therefore, if the participant successfully completed route number 2, they would gain a total performance score of 43 points.",
396,W16_3601,Is he/she a citizen of an Asian country ? ,Are they a citizen of an Asian country?,
397,4009277,The manager who is prejudiced only sees or hears what <<< he/she >>> wants to .,The manager who is prejudiced only sees or hears what they want to.,
398,5060236,"In case of liquidation, every partner is only liable for the amount <<< he/she >>> has invested in the company, much like a stockholder in a corporation.","In case of liquidation, every partner is only liable for the amount they have invested in the company, much like a stockholder in a corporation.",
399,E99_1038,"Presumably , every typical adult communicator has at his/her disposal a vast and extensive knowledge store relating to the scenes and events occurring in the world <<< he/she >>> is in .","Presumably, every typical adult communicator has at their disposal a vast and extensive knowledge store relating to the scenes and events occurring in the world they are in.",
400,C92_2110,"When all application designer encounters KBP ' s interpretation failure , <<< he/she >>> analyzes it , then selects the best and easiest repair type .","When an all-application designer encounters KBP's interpretation failure, they analyze it, then select the best and easiest repair type.",
401,5186884,"Increase of rent may dependent on the mortgage interest the landowner has to pay the bank, since it's perhaps variable, and <<< he/she >>> passes it on to you as someone who rents the space, or has to invest into renovation of the house, or he/she wants more gain as of profit.","Increase of rent may be dependent on the mortgage interest the landowner has to pay the bank, since it's perhaps variable, and they pass it on to you as someone who rents the space, or has to invest into renovation of the house, or they want more gain as profit.",
402,5060902,"The one that gets under my skin is "" <<< he/she >>> is just going through a phase ""... so did Jeffry Dahmer and Son of Sam.","The one that gets under my skin is ""they are just going through a phase""... so did Jeffry Dahmer and Son of Sam.",
403,Y10_1092,The words are shown in player ' s own language as <<< he/she >>> specified in the login page . ,The words are shown in player's own language as they specified in the login page .,
404,5041916,"And once you DO take a good long hard look at yourself , the one you pray to all the time ... well I hope <<< he/she >>> shows you exactly what we see here.","And once you DO take a good long hard look at yourself, the one you pray to all the time...well I hope they show you exactly what we see here.",
405,5111541,The trainer (frst violation) is given 60 days and <<< he/she >>> MUST provide the name of the vet/vet clinic or individual who provided the drug.,The trainer (frst violation) is given 60 days and they MUST provide the name of the vet/vet clinic or individual who provided the drug.,
406,5159435,They were asked to write an essay imagining what their great grandfather or great grandmother would say if <<< he/she >>> opened up her heart.,They were asked to write an essay imagining what their great grandfather or great grandmother would say if they opened up her heart.,
407,4024892, A score between one and six was specified for each respondent depending on where <<< he/she >>> ranked PE ., A score between one and six was specified for each respondent depending on where they ranked PE.,
408,C96_1063,At no time did any subject doubt that <<< he/she >>> was interacting with an actual machine translator .,At no time did any subject doubt that they were interacting with an actual machine translator.,
409,3041435,How incongruent that this group can campaign to return prayer to our schools and yet be so callous about the condition of the child's body as <<< he/she >>> recites this prayer?,How incongruent that this group can campaign to return prayer to our schools and yet be so callous about the condition of the child's body as they recite this prayer?,
410,5169403,"When someone says, ""I learned my lesson and I am never getting married again,"" that person is reacting to the KIND of marriage <<< he/she >>> had before and therefore making a decision about all forms of marriage.","When someone says, ""I learned my lesson and I am never getting married again,"" that person is reacting to the KIND of marriage they had before and therefore making a decision about all forms of marriage.",
411,W10_1303,Essentially the user could direct the system to step through messages appropriate for each scene of a given script as <<< he/she >>> is actually experiencing the scene .,Essentially the user could direct the system to step through messages appropriate for each scene of a given script as they are actually experiencing the scene.,
412,5127981,Being able to understand these trends will help a blogger understand what <<< he/she >>> needs to do in order to really give readers what they want.,Being able to understand these trends will help a blogger understand what they need to do in order to really give readers what they want.,
413,P18_1056,"Another interesting piece of result is the significant interaction term C power * C pLen , which implies that the power status of speaker and how long <<< he/she >>> tends to speak are not totally unrelated . ","Another interesting piece of result is the significant interaction term C power * C pLen, which implies that the power status of speaker and how long they tend to speak are not totally unrelated.",
414,5121417,"I think that a person should be remembered for what <<< he/she >>> has accomplished in life, no matter if good or bad and that includes his/her mistakes (or what others perceive as such).","I think that a person should be remembered for what they have accomplished in life, no matter if good or bad and that includes their mistakes (or what others perceive as such).",
415,5183948,Does <<< he/she >>> want to convict him anyway?,Do they want to convict him anyway?,
416,5031210,"For example, you could leave out information about the gender of the animal, or that <<< he/she >>> has white feet, or a really short or bushy tail.","For example, you could leave out information about the gender of the animal, or that they have white feet, or a really short or bushy tail.",
417,2040115,If one can not gain control to a comfortable degree <<< he/she >>> may feel compelled to be homebound.,"If one cannot gain control to a comfortable degree, they may feel compelled to be homebound.",
418,4157800," You ca n't judge a person by the way <<< he/she >>> communicates so , I might give it a chance . "," You can't judge a person by the way they communicate so, I might give it a chance.",
419,5183230,Is my partner happy with what <<< he/she >>> is doing?,Is my partner happy with what they are doing?,
420,2020_findings_emnlp_224,Person A ' s first utterance indicates that he/she is tired of arguing with person B. ,Person A's first utterance indicates that they are tired of arguing with person B.,
421,4020160,"Deci and Ryan and Harter postulated that when an individual experiences success while optimally challenged , <<< he/she >>> is likely to be intrinsically motivated due to an increase in perceived competence .","Deci and Ryan and Harter postulated that when an individual experiences success while optimally challenged, they are likely to be intrinsically motivated due to an increase in perceived competence.",
422,5204337,Know that <<< he/she >>> doesn't belong to you like a pet or a toy.,Know that they don't belong to you like a pet or a toy.,
423,4013887,The initial instructions for all participants indicated <<< he/she >>> was the Data Processing Manager for Southeast Magellan Company 's ( SMC ) Lexington facility .,The initial instructions for all participants indicated they were the Data Processing Manager for Southeast Magellan Company's (SMC) Lexington facility.,
424,5139253,The pharmacist is not only a trusted health professional in the eyes of consumers: <<< he/she >>> is a key influencer on peoples' health.,"The pharmacist is not only a trusted health professional in the eyes of consumers, they are a key influencer on peoples' health.",
425,Y18_1085,"However , ( 8a ) and ( 8b ) have a slight , subtle difference : if one utters ( 8b ) , it sounds like <<< he/she >>> is trying to limit his/her responsibility in the following sense : as the speaker explicitly points out , this utterance is based on the speaker ' s knowledge .","However, (8a) and (8b) have a slight, subtle difference: if one utters (8b), it sounds like they are trying to limit their responsibility in the following sense: as the speaker explicitly points out, this utterance is based on the speaker's knowledge.",
426,5045996,Let him/her know that <<< he/she >>> is loved.,Let them know that they are loved.,
427,5196189,"The day so-and-so is thought to be a ""better Christian"" because <<< he/she >>> read the Bible 4 times a day is a day when one ought to re-evaluate who Jesus is.","The day so-and-so is thought to be a ""better Christian"" because they read the Bible 4 times a day is a day when one ought to re-evaluate who Jesus is.",
428,W10_1303,"The user may then select the filler <<< he/she >>> desires , and it will replace "" "" nachos "" "" in the display . ","The user may then select the filler they desire, and it will replace ""nachos"" in the display.",
429,5108726,"No serious employer in the ""financial services industry"" is going to hire a recent grad for a 100-hour/week job if <<< he/she >>> can't even fold his own laundry as an undergrad.","No serious employer in the ""financial services industry"" is going to hire a recent grad for a 100-hour/week job if they can't even fold their own laundry as an undergrad.",
